Estado,Ano,Sorotipo,Casos
Minas Gerais,2019-06,4.0,12
Minas Gerais,2019-06,Sem informação,616671
Minas Gerais,2020-06,1.0,127
Minas Gerais,2020-06,2.0,134
Minas Gerais,2020-06,4.0,1
Minas Gerais,2020-06,Sem informação,147730
Minas Gerais,2021-06,1.0,20
Minas Gerais,2021-06,2.0,6
Minas Gerais,2021-06,4.0,1
Minas Gerais,2021-06,Sem informação,52485
Minas Gerais,2022-06,1.0,830
Minas Gerais,2022-06,2.0,25
Minas Gerais,2022-06,4.0,1
Minas Gerais,2022-06,Sem informação,88244
Minas Gerais,2023-06,1.0,5951
Minas Gerais,2023-06,2.0,148
Minas Gerais,2023-06,3.0,1
Minas Gerais,2023-06,4.0,7
Minas Gerais,2023-06,Sem informação,400692
Minas Gerais,2024-06,1.0,19670
Minas Gerais,2024-06,2.0,693
Minas Gerais,2024-06,3.0,94
Minas Gerais,2024-06,4.0,7
Minas Gerais,2024-06,Sem informação,918548
Paraná,2007-06,1.0,79
Paraná,2007-06,3.0,56
Paraná,2007-06,4.0,11
Paraná,2007-06,Sem informação,51441
Paraná,2009-06,1.0,3
Paraná,2009-06,2.0,2
Paraná,2009-06,4.0,3
Paraná,2009-06,Sem informação,10830
Paraná,2010-06,1.0,291
Paraná,2010-06,2.0,27
Paraná,2010-06,4.0,27
Paraná,2010-06,Sem informação,67026
Paraná,2011-06,1.0,153
Paraná,2011-06,2.0,10
Paraná,2011-06,4.0,1
Paraná,2011-06,Sem informação,67729
Paraná,2012-06,1.0,71
Paraná,2012-06,2.0,1
Paraná,2012-06,4.0,4
Paraná,2012-06,Sem informação,17889
Paraná,2013-06,1.0,326
Paraná,2013-06,2.0,1
Paraná,2013-06,4.0,79
Paraná,2013-06,Sem informação,112640
Paraná,2014-06,1.0,239
Paraná,2014-06,2.0,1
Paraná,2014-06,4.0,4
Paraná,2014-06,Sem informação,56012
Paraná,2015-06,1.0,371
Paraná,2015-06,2.0,2
Paraná,2015-06,4.0,18
Paraná,2015-06,Sem informação,97689
Paraná,2016-06,1.0,1846
Paraná,2016-06,2.0,5
Paraná,2016-06,3.0,27
Paraná,2016-06,4.0,6
Paraná,2016-06,Sem informação,134524
Paraná,2017-06,1.0,4
Paraná,2017-06,2.0,1
Paraná,2017-06,4.0,1
Paraná,2017-06,Sem informação,26952
Paraná,2018-06,1.0,38
Paraná,2018-06,2.0,33
Paraná,2018-06,4.0,1
Paraná,2018-06,Sem informação,17908
Paraná,2019-06,1.0,1994
Paraná,2019-06,2.0,3223
Paraná,2019-06,4.0,354
Paraná,2019-06,Sem informação,107940
Paraná,2020-06,1.0,621
Paraná,2020-06,2.0,2422
Paraná,2020-06,3.0,2
Paraná,2020-06,4.0,17
Paraná,2020-06,Sem informação,356818
Paraná,2021-06,1.0,440
Paraná,2021-06,2.0,304
Paraná,2021-06,Sem informação,86454
Paraná,2022-06,1.0,1945
Paraná,2022-06,2.0,130
Paraná,2022-06,4.0,1
Paraná,2022-06,Sem informação,154154
Paraná,2023-06,1.0,5188
Paraná,2023-06,2.0,51
Paraná,2023-06,3.0,1
Paraná,2023-06,Sem informação,205635
Paraná,2024-06,1.0,2939
Paraná,2024-06,2.0,524
Paraná,2024-06,3.0,105
Paraná,2024-06,4.0,3
Paraná,2024-06,Sem informação,286353
Paraíba,2007-06,1.0,43
Paraíba,2007-06,2.0,3
Paraíba,2007-06,3.0,1
Paraíba,2007-06,4.0,1
Paraíba,2007-06,Sem informação,12709
Paraíba,2009-06,1.0,3
Paraíba,2009-06,2.0,1
Paraíba,2009-06,3.0,1
Paraíba,2009-06,Sem informação,1597
Paraíba,2010-06,1.0,58
Paraíba,2010-06,2.0,4
Paraíba,2010-06,3.0,1
Paraíba,2010-06,4.0,9
Paraíba,2010-06,Sem informação,8627
Paraíba,2011-06,1.0,109
Paraíba,2011-06,3.0,1
Paraíba,2011-06,4.0,8
Paraíba,2011-06,Sem informação,16274
Paraíba,2012-06,1.0,32
Paraíba,2012-06,2.0,2
Paraíba,2012-06,4.0,7
Paraíba,2012-06,Sem informação,11461
Paraíba,2013-06,1.0,54
Paraíba,2013-06,2.0,1
Paraíba,2013-06,4.0,5
Paraíba,2013-06,Sem informação,18189
Paraíba,2014-06,1.0,11
Paraíba,2014-06,2.0,1
Paraíba,2014-06,Sem informação,7595
Paraíba,2015-06,1.0,13
Paraíba,2015-06,2.0,1
Paraíba,2015-06,4.0,1
Paraíba,2015-06,Sem informação,29955
Paraíba,2016-06,1.0,67
Paraíba,2016-06,2.0,1
Paraíba,2016-06,Sem informação,44896
Paraíba,2017-06,Sem informação,4539
Paraíba,2018-06,1.0,21
Paraíba,2018-06,Sem informação,12514
Paraíba,2019-06,1.0,51
Paraíba,2019-06,Sem informação,20878
Paraíba,2020-06,1.0,4
Paraíba,2020-06,2.0,7
Paraíba,2020-06,Sem informação,8573
Paraíba,2021-06,1.0,8
Paraíba,2021-06,2.0,19
Paraíba,2021-06,Sem informação,21948
Paraíba,2022-06,1.0,53
Paraíba,2022-06,2.0,105
Paraíba,2022-06,3.0,2
Paraíba,2022-06,Sem informação,28698
Paraíba,2023-06,1.0,5
Paraíba,2023-06,2.0,32
Paraíba,2023-06,Sem informação,7181
Paraíba,2024-06,1.0,7
Paraíba,2024-06,2.0,18
Paraíba,2024-06,3.0,1
Paraíba,2024-06,Sem informação,7264
Pará,2007-06,1.0,150
Pará,2007-06,2.0,71
Pará,2007-06,3.0,127
Pará,2007-06,4.0,3
Pará,2007-06,Sem informação,20026
Pará,2009-06,1.0,22
Pará,2009-06,2.0,9
Pará,2009-06,4.0,2
Pará,2009-06,Sem informação,12025
Pará,2010-06,1.0,144
Pará,2010-06,2.0,53
Pará,2010-06,3.0,2
Pará,2010-06,4.0,6
Pará,2010-06,Sem informação,21589
Pará,2011-06,1.0,113
Pará,2011-06,2.0,24
Pará,2011-06,4.0,42
Pará,2011-06,Sem informação,30715
Pará,2012-06,1.0,108
Pará,2012-06,2.0,8
Pará,2012-06,3.0,3
Pará,2012-06,4.0,121
Pará,2012-06,Sem informação,26903
Pará,2013-06,1.0,10
Pará,2013-06,2.0,2
Pará,2013-06,4.0,9
Pará,2013-06,Sem informação,17839
Pará,2014-06,1.0,33
Pará,2014-06,2.0,2
Pará,2014-06,4.0,11
Pará,2014-06,Sem informação,9571
Pará,2015-06,1.0,31
Pará,2015-06,2.0,1
Pará,2015-06,4.0,27
Pará,2015-06,Sem informação,17030
Pará,2016-06,1.0,7
Pará,2016-06,2.0,2
Pará,2016-06,4.0,2
Pará,2016-06,Sem informação,19465
Pará,2017-06,1.0,44
Pará,2017-06,2.0,1
Pará,2017-06,Sem informação,13477
Pará,2018-06,1.0,24
Pará,2018-06,2.0,8
Pará,2018-06,Sem informação,10022
Pará,2019-06,1.0,14
Pará,2019-06,2.0,14
Pará,2019-06,3.0,2
Pará,2019-06,Sem informação,9043
Pará,2020-06,1.0,31
Pará,2020-06,2.0,3
Pará,2020-06,4.0,2
Pará,2020-06,Sem informação,7452
Pará,2021-06,1.0,80
Pará,2021-06,4.0,1
Pará,2021-06,Sem informação,8658
Pará,2022-06,1.0,371
Pará,2022-06,2.0,8
Pará,2022-06,Sem informação,5539
Pará,2023-06,1.0,477
Pará,2023-06,2.0,80
Pará,2023-06,4.0,2
Pará,2023-06,Sem informação,5322
Pará,2024-06,1.0,583
Pará,2024-06,2.0,614
Pará,2024-06,3.0,9
Pará,2024-06,Sem informação,9935
Pernambuco,2007-06,1.0,133
Pernambuco,2007-06,2.0,21
Pernambuco,2007-06,3.0,23
Pernambuco,2007-06,4.0,4
Pernambuco,2007-06,Sem informação,35554
Pernambuco,2009-06,1.0,9
Pernambuco,2009-06,2.0,2
Pernambuco,2009-06,3.0,1
Pernambuco,2009-06,Sem informação,8382
Pernambuco,2010-06,1.0,155
Pernambuco,2010-06,2.0,19
Pernambuco,2010-06,3.0,2
Pernambuco,2010-06,4.0,23
Pernambuco,2010-06,Sem informação,59422
Pernambuco,2011-06,1.0,76
Pernambuco,2011-06,2.0,13
Pernambuco,2011-06,3.0,3
Pernambuco,2011-06,4.0,8
Pernambuco,2011-06,Sem informação,40525
Pernambuco,2012-06,1.0,54
Pernambuco,2012-06,2.0,2
Pernambuco,2012-06,3.0,11
Pernambuco,2012-06,4.0,82
Pernambuco,2012-06,Sem informação,63815
Pernambuco,2013-06,1.0,11
Pernambuco,2013-06,2.0,3
Pernambuco,2013-06,3.0,11
Pernambuco,2013-06,4.0,6
Pernambuco,2013-06,Sem informação,17972
Pernambuco,2014-06,1.0,29
Pernambuco,2014-06,2.0,1
Pernambuco,2014-06,3.0,4
Pernambuco,2014-06,4.0,7
Pernambuco,2014-06,Sem informação,19701
Pernambuco,2015-06,1.0,245
Pernambuco,2015-06,2.0,3
Pernambuco,2015-06,3.0,8
Pernambuco,2015-06,4.0,2
Pernambuco,2015-06,Sem informação,172658
Pernambuco,2016-06,1.0,6
Pernambuco,2016-06,2.0,2
Pernambuco,2016-06,3.0,2
Pernambuco,2016-06,4.0,2
Pernambuco,2016-06,Sem informação,120396
Pernambuco,2017-06,1.0,11
Pernambuco,2017-06,2.0,2
Pernambuco,2017-06,4.0,1
Pernambuco,2017-06,Sem informação,18060
Pernambuco,2018-06,1.0,11
Pernambuco,2018-06,3.0,1
Pernambuco,2018-06,Sem informação,23527
Pernambuco,2019-06,1.0,86
Pernambuco,2019-06,2.0,2
Pernambuco,2019-06,4.0,1
Pernambuco,2019-06,Sem informação,64124
Pernambuco,2020-06,1.0,8
Pernambuco,2020-06,2.0,10
Pernambuco,2020-06,Sem informação,36736
Pernambuco,2021-06,1.0,14
Pernambuco,2021-06,2.0,42
Pernambuco,2021-06,3.0,1
Pernambuco,2021-06,4.0,1
Pernambuco,2021-06,Sem informação,61059
Pernambuco,2022-06,1.0,15
Pernambuco,2022-06,2.0,90
Pernambuco,2022-06,Sem informação,16013
Pernambuco,2023-06,1.0,50
Pernambuco,2023-06,2.0,3
Pernambuco,2023-06,3.0,5
Pernambuco,2023-06,Sem informação,7779
Pernambuco,2024-06,1.0,4
Pernambuco,2024-06,2.0,24
Pernambuco,2024-06,4.0,1
Pernambuco,2024-06,Sem informação,17138
Piauí,2007-06,1.0,25
Piauí,2007-06,2.0,112
Piauí,2007-06,3.0,3
Piauí,2007-06,4.0,1
Piauí,2007-06,Sem informação,13691
Piauí,2009-06,1.0,54
Piauí,2009-06,2.0,2
Piauí,2009-06,3.0,1
Piauí,2009-06,4.0,8
Piauí,2009-06,Sem informação,5950
Piauí,2010-06,1.0,80
Piauí,2010-06,2.0,10
Piauí,2010-06,3.0,2
Piauí,2010-06,4.0,8
Piauí,2010-06,Sem informação,8699
Piauí,2011-06,1.0,56
Piauí,2011-06,2.0,1
Piauí,2011-06,4.0,9
Piauí,2011-06,Sem informação,14506
Piauí,2012-06,1.0,22
Piauí,2012-06,4.0,62
Piauí,2012-06,Sem informação,16157
Piauí,2013-06,1.0,15
Piauí,2013-06,4.0,7
Piauí,2013-06,Sem informação,7099
Piauí,2014-06,1.0,24
Piauí,2014-06,2.0,1
Piauí,2014-06,4.0,1
Piauí,2014-06,Sem informação,9886
Piauí,2015-06,1.0,20
Piauí,2015-06,2.0,2
Piauí,2015-06,3.0,1
Piauí,2015-06,Sem informação,11220
Piauí,2016-06,1.0,8
Piauí,2016-06,3.0,1
Piauí,2016-06,Sem informação,8498
Piauí,2017-06,1.0,5
Piauí,2017-06,Sem informação,8039
Piauí,2018-06,1.0,5
Piauí,2018-06,2.0,5
Piauí,2018-06,Sem informação,2803
Piauí,2019-06,1.0,139
Piauí,2019-06,2.0,79
Piauí,2019-06,Sem informação,9551
Piauí,2020-06,1.0,2
Piauí,2020-06,2.0,6
Piauí,2020-06,Sem informação,2915
Piauí,2021-06,1.0,12
Piauí,2021-06,Sem informação,4826
Piauí,2022-06,1.0,123
Piauí,2022-06,2.0,1
Piauí,2022-06,Sem informação,31574
Piauí,2023-06,1.0,2
Piauí,2023-06,2.0,1
Piauí,2023-06,Sem informação,7623
Piauí,2024-06,1.0,9
Piauí,2024-06,2.0,27
Piauí,2024-06,Sem informação,5243
Rio Grande do Norte,2007-06,1.0,85
Rio Grande do Norte,2007-06,2.0,3
Rio Grande do Norte,2007-06,3.0,3
Rio Grande do Norte,2007-06,4.0,4
Rio Grande do Norte,2007-06,Sem informação,15820
Rio Grande do Norte,2009-06,1.0,8
Rio Grande do Norte,2009-06,2.0,1
Rio Grande do Norte,2009-06,4.0,1
Rio Grande do Norte,2009-06,Sem informação,3891
Rio Grande do Norte,2010-06,1.0,49
Rio Grande do Norte,2010-06,2.0,9
Rio Grande do Norte,2010-06,4.0,8
Rio Grande do Norte,2010-06,Sem informação,9367
Rio Grande do Norte,2011-06,1.0,128
Rio Grande do Norte,2011-06,2.0,18
Rio Grande do Norte,2011-06,4.0,16
Rio Grande do Norte,2011-06,Sem informação,29356
Rio Grande do Norte,2012-06,1.0,42
Rio Grande do Norte,2012-06,2.0,7
Rio Grande do Norte,2012-06,4.0,76
Rio Grande do Norte,2012-06,Sem informação,35528
Rio Grande do Norte,2013-06,1.0,32
Rio Grande do Norte,2013-06,2.0,6
Rio Grande do Norte,2013-06,3.0,1
Rio Grande do Norte,2013-06,4.0,36
Rio Grande do Norte,2013-06,Sem informação,25164
Rio Grande do Norte,2014-06,1.0,15
Rio Grande do Norte,2014-06,4.0,8
Rio Grande do Norte,2014-06,Sem informação,14076
Rio Grande do Norte,2015-06,1.0,23
Rio Grande do Norte,2015-06,Sem informação,28355
Rio Grande do Norte,2016-06,1.0,18
Rio Grande do Norte,2016-06,2.0,1
Rio Grande do Norte,2016-06,4.0,1
Rio Grande do Norte,2016-06,Sem informação,63370
Rio Grande do Norte,2017-06,1.0,2
Rio Grande do Norte,2017-06,Sem informação,9513
Rio Grande do Norte,2018-06,1.0,20
Rio Grande do Norte,2018-06,2.0,2
Rio Grande do Norte,2018-06,3.0,2
Rio Grande do Norte,2018-06,4.0,1
Rio Grande do Norte,2018-06,Sem informação,30200
Rio Grande do Norte,2019-06,1.0,32
Rio Grande do Norte,2019-06,2.0,1
Rio Grande do Norte,2019-06,3.0,2
Rio Grande do Norte,2019-06,4.0,1
Rio Grande do Norte,2019-06,Sem informação,39831
Rio Grande do Norte,2020-06,1.0,10
Rio Grande do Norte,2020-06,2.0,4
Rio Grande do Norte,2020-06,4.0,1
Rio Grande do Norte,2020-06,Sem informação,12879
Rio Grande do Norte,2021-06,1.0,4
Rio Grande do Norte,2021-06,Sem informação,7383
Rio Grande do Norte,2022-06,1.0,104
Rio Grande do Norte,2022-06,2.0,386
Rio Grande do Norte,2022-06,3.0,1
Rio Grande do Norte,2022-06,Sem informação,41694
Rio Grande do Norte,2023-06,1.0,5
Rio Grande do Norte,2023-06,2.0,8
Rio Grande do Norte,2023-06,Sem informação,7655
Rio Grande do Norte,2024-06,1.0,18
Rio Grande do Norte,2024-06,2.0,17
Rio Grande do Norte,2024-06,Sem informação,10846
Rio Grande do Sul,2007-06,1.0,2
Rio Grande do Sul,2007-06,3.0,2
Rio Grande do Sul,2007-06,Sem informação,1409
Rio Grande do Sul,2009-06,Sem informação,277
Rio Grande do Sul,2010-06,1.0,8
Rio Grande do Sul,2010-06,2.0,24
Rio Grande do Sul,2010-06,Sem informação,4909
Rio Grande do Sul,2011-06,1.0,28
Rio Grande do Sul,2011-06,2.0,1
Rio Grande do Sul,2011-06,4.0,1
Rio Grande do Sul,2011-06,Sem informação,1641
Rio Grande do Sul,2012-06,1.0,9
Rio Grande do Sul,2012-06,4.0,11
Rio Grande do Sul,2012-06,Sem informação,581
Rio Grande do Sul,2013-06,1.0,15
Rio Grande do Sul,2013-06,2.0,50
Rio Grande do Sul,2013-06,4.0,31
Rio Grande do Sul,2013-06,Sem informação,2305
Rio Grande do Sul,2014-06,1.0,19
Rio Grande do Sul,2014-06,4.0,2
Rio Grande do Sul,2014-06,Sem informação,762
Rio Grande do Sul,2015-06,1.0,74
Rio Grande do Sul,2015-06,4.0,1
Rio Grande do Sul,2015-06,Sem informação,4057
Rio Grande do Sul,2016-06,1.0,126
Rio Grande do Sul,2016-06,2.0,2
Rio Grande do Sul,2016-06,Sem informação,8209
Rio Grande do Sul,2017-06,1.0,4
Rio Grande do Sul,2017-06,Sem informação,1606
Rio Grande do Sul,2018-06,1.0,3
Rio Grande do Sul,2018-06,2.0,1
Rio Grande do Sul,2018-06,Sem informação,809
Rio Grande do Sul,2019-06,1.0,89
Rio Grande do Sul,2019-06,2.0,1
Rio Grande do Sul,2019-06,4.0,2
Rio Grande do Sul,2019-06,Sem informação,4094
Rio Grande do Sul,2020-06,1.0,14
Rio Grande do Sul,2020-06,Sem informação,6528
Rio Grande do Sul,2021-06,1.0,100
Rio Grande do Sul,2021-06,Sem informação,16358
Rio Grande do Sul,2022-06,1.0,1114
Rio Grande do Sul,2022-06,2.0,25
Rio Grande do Sul,2022-06,Sem informação,66095
Rio Grande do Sul,2023-06,1.0,898
Rio Grande do Sul,2023-06,2.0,31
Rio Grande do Sul,2023-06,Sem informação,37829
Rio Grande do Sul,2024-06,1.0,409
Rio Grande do Sul,2024-06,2.0,73
Rio Grande do Sul,2024-06,Sem informação,69642
Rio de Janeiro,2007-06,1.0,16
Rio de Janeiro,2007-06,2.0,16
Rio de Janeiro,2007-06,3.0,99
Rio de Janeiro,2007-06,4.0,12
Rio de Janeiro,2007-06,Sem informação,65559
Rio de Janeiro,2009-06,1.0,12
Rio de Janeiro,2009-06,2.0,5
Rio de Janeiro,2009-06,4.0,1
Rio de Janeiro,2009-06,Sem informação,13077
Rio de Janeiro,2010-06,1.0,69
Rio de Janeiro,2010-06,2.0,53
Rio de Janeiro,2010-06,3.0,7
Rio de Janeiro,2010-06,4.0,11
Rio de Janeiro,2010-06,Sem informação,42252
Rio de Janeiro,2011-06,1.0,345
Rio de Janeiro,2011-06,2.0,56
Rio de Janeiro,2011-06,3.0,9
Rio de Janeiro,2011-06,4.0,18
Rio de Janeiro,2011-06,Sem informação,194204
Rio de Janeiro,2012-06,1.0,73
Rio de Janeiro,2012-06,3.0,5
Rio de Janeiro,2012-06,4.0,635
Rio de Janeiro,2012-06,Sem informação,252350
Rio de Janeiro,2013-06,1.0,34
Rio de Janeiro,2013-06,3.0,6
Rio de Janeiro,2013-06,4.0,339
Rio de Janeiro,2013-06,Sem informação,259894
Rio de Janeiro,2014-06,1.0,53
Rio de Janeiro,2014-06,3.0,1
Rio de Janeiro,2014-06,4.0,22
Rio de Janeiro,2014-06,Sem informação,15639
Rio de Janeiro,2015-06,1.0,317
Rio de Janeiro,2015-06,2.0,2
Rio de Janeiro,2015-06,4.0,20
Rio de Janeiro,2015-06,Sem informação,92940
Rio de Janeiro,2016-06,1.0,145
Rio de Janeiro,2016-06,3.0,1
Rio de Janeiro,2016-06,4.0,17
Rio de Janeiro,2016-06,Sem informação,115060
Rio de Janeiro,2017-06,1.0,1
Rio de Janeiro,2017-06,2.0,4
Rio de Janeiro,2017-06,3.0,1
Rio de Janeiro,2017-06,4.0,31
Rio de Janeiro,2017-06,Sem informação,16893
Rio de Janeiro,2018-06,1.0,3
Rio de Janeiro,2018-06,2.0,1
Rio de Janeiro,2018-06,4.0,3
Rio de Janeiro,2018-06,Sem informação,25008
Rio de Janeiro,2019-06,1.0,3
Rio de Janeiro,2019-06,2.0,76
Rio de Janeiro,2019-06,4.0,1
Rio de Janeiro,2019-06,Sem informação,50798
Rio de Janeiro,2020-06,1.0,11
Rio de Janeiro,2020-06,2.0,68
Rio de Janeiro,2020-06,Sem informação,8444
Rio de Janeiro,2021-06,1.0,15
Rio de Janeiro,2021-06,2.0,129
Rio de Janeiro,2021-06,Sem informação,5450
Rio de Janeiro,2022-06,1.0,683
Rio de Janeiro,2022-06,2.0,602
Rio de Janeiro,2022-06,Sem informação,9858
Rio de Janeiro,2023-06,1.0,8753
Rio de Janeiro,2023-06,2.0,2012
Rio de Janeiro,2023-06,4.0,1
Rio de Janeiro,2023-06,Sem informação,38967
Rio de Janeiro,2024-06,1.0,6087
Rio de Janeiro,2024-06,2.0,3547
Rio de Janeiro,2024-06,3.0,2
Rio de Janeiro,2024-06,Sem informação,181722
Rondônia,2007-06,1.0,15
Rondônia,2007-06,3.0,1
Rondônia,2007-06,4.0,1
Rondônia,2007-06,Sem informação,5618
Rondônia,2009-06,1.0,239
Rondônia,2009-06,2.0,3
Rondônia,2009-06,3.0,1
Rondônia,2009-06,4.0,3
Rondônia,2009-06,Sem informação,24448
Rondônia,2010-06,1.0,548
Rondônia,2010-06,2.0,2
Rondônia,2010-06,4.0,15
Rondônia,2010-06,Sem informação,27639
Rondônia,2011-06,1.0,15
Rondônia,2011-06,Sem informação,5866
Rondônia,2012-06,1.0,19
Rondônia,2012-06,4.0,3
Rondônia,2012-06,Sem informação,5180
Rondônia,2013-06,1.0,25
Rondônia,2013-06,4.0,3
Rondônia,2013-06,Sem informação,14429
Rondônia,2014-06,1.0,2
Rondônia,2014-06,Sem informação,5157
Rondônia,2015-06,1.0,5
Rondônia,2015-06,4.0,2
Rondônia,2015-06,Sem informação,5890
Rondônia,2016-06,1.0,86
Rondônia,2016-06,4.0,2
Rondônia,2016-06,Sem informação,15549
Rondônia,2017-06,1.0,13
Rondônia,2017-06,Sem informação,6348
Rondônia,2018-06,1.0,7
Rondônia,2018-06,Sem informação,1991
Rondônia,2019-06,1.0,15
Rondônia,2019-06,2.0,3
Rondônia,2019-06,Sem informação,2461
Rondônia,2020-06,1.0,24
Rondônia,2020-06,2.0,11
Rondônia,2020-06,Sem informação,6632
Rondônia,2021-06,1.0,4
Rondônia,2021-06,2.0,3
Rondônia,2021-06,Sem informação,4015
Rondônia,2022-06,1.0,28
Rondônia,2022-06,2.0,53
Rondônia,2022-06,Sem informação,14179
Rondônia,2023-06,1.0,175
Rondônia,2023-06,2.0,218
Rondônia,2023-06,Sem informação,10310
Rondônia,2024-06,1.0,100
Rondônia,2024-06,2.0,110
Rondônia,2024-06,Sem informação,4054
Roraima,2007-06,1.0,2
Roraima,2007-06,2.0,43
Roraima,2007-06,3.0,1
Roraima,2007-06,Sem informação,2541
Roraima,2009-06,1.0,53
Roraima,2009-06,2.0,12
Roraima,2009-06,4.0,1
Roraima,2009-06,Sem informação,6119
Roraima,2010-06,1.0,102
Roraima,2010-06,2.0,46
Roraima,2010-06,4.0,26
Roraima,2010-06,Sem informação,11629
Roraima,2011-06,1.0,15
Roraima,2011-06,4.0,5
Roraima,2011-06,Sem informação,3021
Roraima,2012-06,1.0,3
Roraima,2012-06,2.0,2
Roraima,2012-06,3.0,2
Roraima,2012-06,4.0,48
Roraima,2012-06,Sem informação,4530
Roraima,2013-06,1.0,3
Roraima,2013-06,3.0,1
Roraima,2013-06,4.0,1
Roraima,2013-06,Sem informação,2279
Roraima,2014-06,1.0,3
Roraima,2014-06,2.0,1
Roraima,2014-06,3.0,3
Roraima,2014-06,4.0,10
Roraima,2014-06,Sem informação,2195
Roraima,2015-06,1.0,5
Roraima,2015-06,2.0,2
Roraima,2015-06,3.0,1
Roraima,2015-06,4.0,2
Roraima,2015-06,Sem informação,2787
Roraima,2016-06,Sem informação,1946
Roraima,2017-06,1.0,1
Roraima,2017-06,Sem informação,4850
Roraima,2018-06,1.0,15
Roraima,2018-06,2.0,1
Roraima,2018-06,Sem informação,1508
Roraima,2019-06,1.0,83
Roraima,2019-06,2.0,67
Roraima,2019-06,4.0,1
Roraima,2019-06,Sem informação,4024
Roraima,2020-06,1.0,26
Roraima,2020-06,2.0,38
Roraima,2020-06,Sem informação,2309
Roraima,2021-06,Sem informação,1187
Roraima,2022-06,2.0,7
Roraima,2022-06,4.0,1
Roraima,2022-06,Sem informação,54
Roraima,2023-06,1.0,10
Roraima,2023-06,2.0,8
Roraima,2023-06,3.0,75
Roraima,2023-06,Sem informação,131
Roraima,2024-06,1.0,10
Roraima,2024-06,3.0,24
Roraima,2024-06,Sem informação,261
Santa Catarina,2007-06,1.0,5
Santa Catarina,2007-06,Sem informação,596
Santa Catarina,2009-06,1.0,2
Santa Catarina,2009-06,4.0,1
Santa Catarina,2009-06,Sem informação,262
Santa Catarina,2010-06,1.0,1
Santa Catarina,2010-06,Sem informação,651
Santa Catarina,2011-06,1.0,3
Santa Catarina,2011-06,4.0,1
Santa Catarina,2011-06,Sem informação,742
Santa Catarina,2012-06,1.0,1
Santa Catarina,2012-06,4.0,1
Santa Catarina,2012-06,Sem informação,427
Santa Catarina,2013-06,1.0,5
Santa Catarina,2013-06,Sem informação,1184
Santa Catarina,2014-06,1.0,1
Santa Catarina,2014-06,Sem informação,677
Santa Catarina,2015-06,1.0,2
Santa Catarina,2015-06,4.0,1
Santa Catarina,2015-06,Sem informação,11508
Santa Catarina,2016-06,1.0,4
Santa Catarina,2016-06,Sem informação,14328
Santa Catarina,2017-06,Sem informação,2615
Santa Catarina,2018-06,1.0,10
Santa Catarina,2018-06,2.0,8
Santa Catarina,2018-06,Sem informação,1818
Santa Catarina,2019-06,1.0,164
Santa Catarina,2019-06,2.0,53
Santa Catarina,2019-06,Sem informação,7291
Santa Catarina,2020-06,1.0,27
Santa Catarina,2020-06,2.0,27
Santa Catarina,2020-06,4.0,3
Santa Catarina,2020-06,Sem informação,23093
Santa Catarina,2021-06,1.0,186
Santa Catarina,2021-06,2.0,32
Santa Catarina,2021-06,Sem informação,34943
Santa Catarina,2022-06,1.0,4857
Santa Catarina,2022-06,2.0,336
Santa Catarina,2022-06,3.0,1
Santa Catarina,2022-06,4.0,3
Santa Catarina,2022-06,Sem informação,80091
Santa Catarina,2023-06,1.0,4245
Santa Catarina,2023-06,2.0,98
Santa Catarina,2023-06,3.0,1
Santa Catarina,2023-06,Sem informação,137736
Santa Catarina,2024-06,1.0,4036
Santa Catarina,2024-06,2.0,979
Santa Catarina,2024-06,4.0,2
Santa Catarina,2024-06,Sem informação,121121
Sergipe,2007-06,1.0,8
Sergipe,2007-06,Sem informação,2207
Sergipe,2009-06,1.0,1
Sergipe,2009-06,4.0,3
Sergipe,2009-06,Sem informação,3735
Sergipe,2010-06,1.0,2
Sergipe,2010-06,Sem informação,2013
Sergipe,2011-06,1.0,17
Sergipe,2011-06,4.0,1
Sergipe,2011-06,Sem informação,7249
Sergipe,2012-06,4.0,43
Sergipe,2012-06,Sem informação,11199
Sergipe,2013-06,1.0,1
Sergipe,2013-06,Sem informação,2416
Sergipe,2014-06,1.0,7
Sergipe,2014-06,4.0,5
Sergipe,2014-06,Sem informação,4230
Sergipe,2015-06,1.0,7
Sergipe,2015-06,Sem informação,14767
Sergipe,2016-06,1.0,2
Sergipe,2016-06,Sem informação,7521
Sergipe,2017-06,Sem informação,1347
Sergipe,2018-06,1.0,1
Sergipe,2018-06,Sem informação,540
Sergipe,2019-06,1.0,280
Sergipe,2019-06,2.0,93
Sergipe,2019-06,Sem informação,11161
Sergipe,2020-06,1.0,9
Sergipe,2020-06,2.0,4
Sergipe,2020-06,Sem informação,5267
Sergipe,2021-06,1.0,8
Sergipe,2021-06,2.0,7
Sergipe,2021-06,Sem informação,4526
Sergipe,2022-06,1.0,111
Sergipe,2022-06,2.0,406
Sergipe,2022-06,4.0,1
Sergipe,2022-06,Sem informação,4738
Sergipe,2023-06,1.0,136
Sergipe,2023-06,2.0,275
Sergipe,2023-06,Sem informação,2537
Sergipe,2024-06,1.0,37
Sergipe,2024-06,2.0,42
Sergipe,2024-06,Sem informação,2878
São Paulo,2007-06,1.0,229
São Paulo,2007-06,2.0,9
São Paulo,2007-06,3.0,265
São Paulo,2007-06,4.0,75
São Paulo,2007-06,Sem informação,187060
São Paulo,2009-06,1.0,228
São Paulo,2009-06,2.0,19
São Paulo,2009-06,3.0,145
